Beethoven/Piano_Sonatas/27-1/MiyashitaM02M.wav
F-measure	0.897119341563786	0.4507042253521127
Cemgil	0.8433576131868953	0.40775422476516704
Cemgil Best Metric Level	0.8433576131868953	0.40775422476516704
Goto	0.0	1.0
P-score	0.8965986394557823	0.4686192468619247
Correct Metric Level Continuous	0.19319727891156463	0.20502092050209206
Correct Metric Level Total	0.8258503401360544	0.3179916317991632
Any Metric Level Continuous	0.19319727891156463	0.20502092050209206
Any Metric Level Total	0.8258503401360544	0.3179916317991632
Information gain	0.40413774629024807	0.297035063254123
