Chopin/Scherzos/31/TongB04M.wav
F-measure	0.4203174603174602	0.20169851380042464
Cemgil	0.3704429518466593	0.17985949353595415
Cemgil Best Metric Level	0.3704429518466593	0.17985949353595415
Goto	0.0	0.0
P-score	0.25754961173425367	0.14044213263979194
Correct Metric Level Continuous	0.0012942191544434857	0.0
Correct Metric Level Total	0.006902502157031924	0.0
Any Metric Level Continuous	0.04486626402070751	0.005194805194805195
Any Metric Level Total	0.10094909404659189	0.012987012987012988
Information gain	0.054427711736371405	0.05075414089262768
