Schubert/Impromptu_op.90_D.899/3/Kociuban10M.wav
F-measure	0.6096866096866097	0.5202312138728324
Cemgil	0.523395139614153	0.37162505462371775
Cemgil Best Metric Level	0.523395139614153	0.37162505462371775
Goto	0.0	1.0
P-score	0.7452054794520548	0.6179775280898876
Correct Metric Level Continuous	0.07671232876712329	0.23595505617977527
Correct Metric Level Total	0.6602739726027397	0.5393258426966292
Any Metric Level Continuous	0.07671232876712329	0.23595505617977527
Any Metric Level Total	0.6602739726027397	0.5393258426966292
Information gain	0.24038401127205586	0.3474512633729567
