Liszt/Hungarian_Rhapsodies/6/LiA09M.wav
F-measure	0.5036555645816408	0.3178484107579462
Cemgil	0.4668405042123192	0.2929924749530214
Cemgil Best Metric Level	0.4668405042123192	0.32629636583394594
Goto	0.0	0.0
P-score	0.49404761904761907	0.30158730158730157
Correct Metric Level Continuous	0.10416666666666667	0.06746031746031746
Correct Metric Level Total	0.2261904761904762	0.1111111111111111
Any Metric Level Continuous	0.10416666666666667	0.10828025477707007
Any Metric Level Total	0.2261904761904762	0.31210191082802546
Information gain	0.16443648253911528	0.1731007153644884
