Beethoven/Piano_Sonatas/24-1_no_2_repeat/Cui06M.wav
F-measure	0.9054905490549053	0.6546762589928058
Cemgil	0.8546166685663104	0.6000315133736835
Cemgil Best Metric Level	0.8546166685663104	0.6000315133736835
Goto	0.0	0.0
P-score	0.8926056338028169	0.7021276595744681
Correct Metric Level Continuous	0.2007042253521127	0.23404255319148937
Correct Metric Level Total	0.8573943661971831	0.6595744680851063
Any Metric Level Continuous	0.2007042253521127	0.23404255319148937
Any Metric Level Total	0.8573943661971831	0.6595744680851063
Information gain	0.45245163063647764	0.5100551523534967
