Bach/Fugue/bwv_846/Shi05M.wav
F-measure	0.5911949685534591	0.3116883116883117
Cemgil	0.5753560143988953	0.28814019309204036
Cemgil Best Metric Level	0.8127702496054358	0.3387618364046311
Goto	0.0	0.0
P-score	0.44907407407407407	0.4423076923076923
Correct Metric Level Continuous	0.0	0.0
Correct Metric Level Total	0.0	0.0
Any Metric Level Continuous	0.4305555555555556	0.46153846153846156
Any Metric Level Total	0.8472222222222222	0.5769230769230769
Information gain	0.45921010963783226	0.2579407941227799
