Chopin/Etudes_op_10/4/Richardson_2013_03M.wav
F-measure	0.9400630914826499	0.9358974358974359
Cemgil	0.8905058391676032	0.8545245103684918
Cemgil Best Metric Level	0.8905058391676032	0.8545245103684918
Goto	1.0	1.0
P-score	0.94375	0.9746835443037974
Correct Metric Level Continuous	0.36875	0.6835443037974683
Correct Metric Level Total	0.9125	0.9493670886075949
Any Metric Level Continuous	0.36875	0.6835443037974683
Any Metric Level Total	0.9125	0.9493670886075949
Information gain	0.4577846931623433	0.7289501588765439
