Liszt/Transcendental_Etudes/10/Huang17M.wav
F-measure	0.4347826086956522	0.2706766917293233
Cemgil	0.40071681335937204	0.25225465448098994
Cemgil Best Metric Level	0.40071681335937204	0.25225465448098994
Goto	0.0	0.0
P-score	0.5166666666666667	0.2752808988764045
Correct Metric Level Continuous	0.07222222222222222	0.0056179775280898875
Correct Metric Level Total	0.29444444444444445	0.0056179775280898875
Any Metric Level Continuous	0.07222222222222222	0.0898876404494382
Any Metric Level Total	0.29444444444444445	0.25842696629213485
Information gain	0.15014211531416322	0.12100102107104016
