Scriabin/Sonatas/5/Na07M.wav
F-measure	0.4283513097072419	0.15282392026578073
Cemgil	0.3940786538787327	0.13819570621873067
Cemgil Best Metric Level	0.3940786538787327	0.13819570621873067
Goto	0.0	0.0
P-score	0.4507042253521127	0.14713216957605985
Correct Metric Level Continuous	0.04024144869215292	0.004987531172069825
Correct Metric Level Total	0.18108651911468812	0.029925187032418952
Any Metric Level Continuous	0.04024144869215292	0.015
Any Metric Level Total	0.18108651911468812	0.05970149253731343
Information gain	0.11895866449984607	0.06212895154780993
