Beethoven/Piano_Sonatas/23-1/LiuC02M.wav
F-measure	0.5992260917634052	0.35406698564593303
Cemgil	0.555482375220887	0.318104895432133
Cemgil Best Metric Level	0.555482375220887	0.318104895432133
Goto	0.0	0.0
P-score	0.5481695568400771	0.37209302325581395
Correct Metric Level Continuous	0.052986512524084775	0.06589147286821706
Correct Metric Level Total	0.3140655105973025	0.09689922480620156
Any Metric Level Continuous	0.052986512524084775	0.13125
Any Metric Level Total	0.3140655105973025	0.3
Information gain	0.18191428095839554	0.18049604348838266
