Chopin/Etudes_op_25/11/Lisiecki07M.wav
F-measure	0.7641866330390922	0.7253886010362695
Cemgil	0.7057149026041593	0.667186721827586
Cemgil Best Metric Level	0.7057149026041593	0.667186721827586
Goto	0.0	1.0
P-score	0.763855421686747	0.8061224489795918
Correct Metric Level Continuous	0.10602409638554217	0.5816326530612245
Correct Metric Level Total	0.655421686746988	0.7755102040816326
Any Metric Level Continuous	0.10602409638554217	0.5816326530612245
Any Metric Level Total	0.655421686746988	0.7755102040816326
Information gain	0.30120539688647835	0.5532682740783573
