Chopin/Etudes_op_25/11/Sham02M.wav
F-measure	0.7994955863808323	0.8969072164948454
Cemgil	0.749590959657322	0.8360056651301935
Cemgil Best Metric Level	0.749590959657322	0.8360056651301935
Goto	1.0	1.0
P-score	0.8216867469879519	0.9393939393939394
Correct Metric Level Continuous	0.13253012048192772	0.9090909090909091
Correct Metric Level Total	0.7469879518072289	0.9090909090909091
Any Metric Level Continuous	0.13253012048192772	0.9090909090909091
Any Metric Level Total	0.7469879518072289	0.9090909090909091
Information gain	0.3302230135319192	0.7442700570890503
