Liszt/Annees_de_pelerinage_2/1_Gondoliera/LeungM12M.wav
F-measure	0.2562396006655574	0.12745098039215688
Cemgil	0.23614504939495817	0.11085393806201542
Cemgil Best Metric Level	0.23614504939495817	0.11085393806201542
Goto	0.0	0.0
P-score	0.38904109589041097	0.2711864406779661
Correct Metric Level Continuous	0.019178082191780823	0.0423728813559322
Correct Metric Level Total	0.07945205479452055	0.11016949152542373
Any Metric Level Continuous	0.019178082191780823	0.0423728813559322
Any Metric Level Total	0.09766454352441614	0.11016949152542373
Information gain	0.07085225140458463	0.07276954460435799
