Bach/Prelude/bwv_854/Ozaki01M.wav
F-measure	0.3946188340807175	0.6268656716417911
Cemgil	0.38743345906708143	0.6112146072510943
Cemgil Best Metric Level	0.48266849260185485	0.8158301987934844
Goto	0.0	0.0
P-score	0.32592592592592595	0.4888888888888889
Correct Metric Level Continuous	0.0	0.0
Correct Metric Level Total	0.0	0.0
Any Metric Level Continuous	0.005714285714285714	0.9333333333333333
Any Metric Level Total	0.011428571428571429	0.9333333333333333
Information gain	0.48791955352367583	0.6654650914217655
