Liszt/Transcendental_Etudes/5/Park03M.wav
F-measure	0.47297297297297297	0.21951219512195122
Cemgil	0.44459720460109503	0.19192003646979372
Cemgil Best Metric Level	0.5765405907206753	0.19192003646979372
Goto	0.0	0.0
P-score	0.4087136929460581	0.296875
Correct Metric Level Continuous	0.014522821576763486	0.09375
Correct Metric Level Total	0.05394190871369295	0.1953125
Any Metric Level Continuous	0.17281553398058253	0.09375
Any Metric Level Total	0.4621359223300971	0.1953125
Information gain	0.20798419376683794	0.24014445355559463
