Beethoven/Piano_Sonatas/21-1_no_repeat/LeeN02M.wav
F-measure	0.8525149190110827	0.5989847715736041
Cemgil	0.8167310630465532	0.5667939045945644
Cemgil Best Metric Level	0.8167310630465532	0.5667939045945644
Goto	0.0	0.0
P-score	0.8600167644593462	0.6488294314381271
Correct Metric Level Continuous	0.08298407376362113	0.2040133779264214
Correct Metric Level Total	0.7812238055322716	0.6153846153846154
Any Metric Level Continuous	0.08298407376362113	0.21140939597315436
Any Metric Level Total	0.7812238055322716	0.6153846153846154
Information gain	0.38316203868061693	0.4575735046749733
