Chopin/Etudes_op_10/8/Lou03M.wav
F-measure	0.45787545787545786	0.39416058394160586
Cemgil	0.43232210413293215	0.36352128208761414
Cemgil Best Metric Level	0.5849980004454548	0.36352128208761414
Goto	0.0	0.0
P-score	0.34972677595628415	0.3695652173913043
Correct Metric Level Continuous	0.00273224043715847	0.0
Correct Metric Level Total	0.00273224043715847	0.0
Any Metric Level Continuous	0.14207650273224043	0.41304347826086957
Any Metric Level Total	0.6885245901639344	0.4782608695652174
Information gain	0.14926639472598777	0.32109806701805294
