Chopin/Scherzos/20/ZhangYunling04M.wav
F-measure	0.48813559322033895	0.18421052631578946
Cemgil	0.44009759793321535	0.17194534383002524
Cemgil Best Metric Level	0.44009759793321535	0.21058873293074
Goto	0.0	0.0
P-score	0.32308522114347354	0.1185064935064935
Correct Metric Level Continuous	0.021035598705501618	0.00487012987012987
Correct Metric Level Total	0.07551240560949299	0.006493506493506494
Any Metric Level Continuous	0.021035598705501618	0.016233766233766232
Any Metric Level Total	0.07551240560949299	0.02922077922077922
Information gain	0.08815177840871835	0.055262104882500745
