Bach/Prelude/bwv_857/Lisiecki04M.wav
F-measure	0.5748031496062992	0.22580645161290325
Cemgil	0.5356846382927891	0.2085914548612178
Cemgil Best Metric Level	0.764896901601233	0.25059271530962673
Goto	0.0	0.0
P-score	0.436046511627907	0.2682926829268293
Correct Metric Level Continuous	0.0	0.0
Correct Metric Level Total	0.0	0.0
Any Metric Level Continuous	0.4069767441860465	0.34146341463414637
Any Metric Level Total	0.8197674418604651	0.34146341463414637
Information gain	0.42081603077343815	0.32562099245289133
