Bach/Prelude/bwv_857/ToA01M.wav
F-measure	0.6086956521739131	0.3548387096774194
Cemgil	0.5609713308237665	0.3147303517898883
Cemgil Best Metric Level	0.7287544986911512	0.3883548894386835
Goto	0.0	0.0
P-score	0.4678362573099415	0.36585365853658536
Correct Metric Level Continuous	0.0	0.0
Correct Metric Level Total	0.0	0.0
Any Metric Level Continuous	0.45614035087719296	0.5609756097560976
Any Metric Level Total	0.8771929824561403	0.5609756097560976
Information gain	0.3996843015628511	0.3508760214404292
