Chopin/Ballades/3/Ko11M.wav
F-measure	0.37931034482758624	0.27042253521126763
Cemgil	0.3517101573341103	0.2427791994821272
Cemgil Best Metric Level	0.3517101573341103	0.2427791994821272
Goto	0.0	0.0
P-score	0.4204322200392927	0.270042194092827
Correct Metric Level Continuous	0.06286836935166994	0.008438818565400843
Correct Metric Level Total	0.2966601178781925	0.016877637130801686
Any Metric Level Continuous	0.06286836935166994	0.1092436974789916
Any Metric Level Total	0.2966601178781925	0.29411764705882354
Information gain	0.16659271264718506	0.11624739244242797
