Chopin/Berceuse_op_57/ZhangE09M.wav
F-measure	0.31983805668016196	0.4358974358974359
Cemgil	0.29372352860046036	0.3910863156606959
Cemgil Best Metric Level	0.29372352860046036	0.3910863156606959
Goto	0.0	0.0
P-score	0.36694677871148457	0.5287356321839081
Correct Metric Level Continuous	0.0	0.12643678160919541
Correct Metric Level Total	0.0	0.27586206896551724
Any Metric Level Continuous	0.01680672268907563	0.12643678160919541
Any Metric Level Total	0.09803921568627451	0.27586206896551724
Information gain	0.12466801489661503	0.25859962961271055
